,0,1
1976,raymed-labs-ltd,raymedlabs
1977,rci-industries-&-technologies-ltd,rciind
1978,rcl-foods-ltd,rclfoods
1979,rcl-retail-ltd,rclretail
1980,rdb-rasayans-ltd,rdbrasayans
1981,rdb-realty-&-infrastructure-ltd,rdbrealty
1982,real-strips-ltd,realstrips
1983,redington-,redington
1984,refex-industries-ltd,refex
1985,refnol-resins-&-chemicals-ltd,refnolresins
1986,regal-entertainment-&-consultants-ltd,regalent
1987,regency-ceramics-ltd,regenceram
1988,regency-trust-ltd,regencytrust
1989,regent-enterprises-ltd,spinetraders
1990,rei-agro-ltd,reiagroltd
1991,rei-six-ten-retail-ltd,reisixten
1992,rekvina-laboratories-ltd,rekvinalabs
1993,relaxo-footwears-ltd,relaxo
1994,reliable-ventures-india-ltd,reliablevent
1995,reliance-broadcast-network-ltd,rbn
1996,reliance-chemotex-industries-ltd,reliancechem
1997,reliance-comm,rcom
1998,reliance-defence-and-engineering-ltd,pipavavdoc
1999,reliance-etf-bank-bees,bankbees
2000,reliance-etf-gold-bees,goldbees
2001,reliance-etf-hang-seng-bees,hngsngbees
2002,reliance-etf-junior-bees,juniorbees
2003,reliance-etf-nifty-bees,niftybees
2004,reliance-etf-psu-bank-bees,psubnkbees
2005,reliance-industrial-infrastructure-ltd,riil
2006,reliance-mediaworks-ltd,relmedia
2007,relic-technologies-ltd,relictech
2008,religare-enterprises-ltd,religare
2009,remi-elektrotechnik-ltd,remielektro
2010,remi-sales-&-engg-ltd,remisales
2011,remi-securities-ltd,remisec
2012,remsons-industries-ltd,remsonsind
2013,renaissance-jewellery-ltd,rjl
2014,repro-india-ltd,repro
2015,resonance-specialties-ltd,resonancespe
2016,responsive-industries-ltd,responind
2017,resurgere-mines-and-minerals-india-ltd,rmmil
2018,revathi-equipment-ltd,revathi
2019,rexnord-electronics-&-controls-ltd,rexnordelect
2020,rfl-international-ltd,rflinter
2021,riba-textiles-ltd,ribatex
2022,rich-universe-network-ltd,richuninet
2023,richa-industries-ltd,richaind
2024,rico-auto-industries-ltd,ricoauto
2025,ricoh-india-ltd,ricohindia
2026,riddhi-siddhi-gluco-biols-ltd,riddhisiddhi
2027,riga-sugar-company-ltd,rigasugar
2028,rishabh-digha-steel-&-allied-products-ltd,rishabhdigha
2029,rishabhdev-technocable-ltd,rishabhdevte
2030,rishi-laser-ltd,rishilaser
2031,rishi-techtex-ltd,rishipack
2032,rishiroop-ltd,puneetresins
2033,rishiroop-rubber-,rishirubber
2034,rj-bio-tech-ltd,rjbiotech
2035,rmg-alloy-steel-ltd,remimetal
2036,rodium-realty-ltd,rodiumrealty
2037,rohit-ferro-tech-ltd,rohitferro
2038,rollatainers-ltd,rolatan
2039,rolta-india-ltd,rolta
2040,roselabs-ltd,roselabs
2041,rossell-india-ltd,rossellind
2042,roto-pumps-ltd,rotopumps
2043,royal-cushion-vinyl-products-ltd,royalcushn
2044,royal-india-corporation-ltd,royalindia
2045,royal-orchid-hotels-ltd,rohltd
2046,rpg-life-sciences-ltd,rpglife
2047,rpp-infra-projects-ltd,rppinfra
2048,rs-software-,rssoftware
2049,rswm-ltd,rswm
2050,rtcl-ltd,rtcl
2051,rts-power-corporation-ltd,rtspowercorp
2052,rubber-products-ltd,rubberprod
2053,rubfila-international-ltd,rubfilintl
2054,rubra-medicaments-ltd,rubramedi
2055,ruby-mills-ltd,rubymills
2056,ruchi-infrastructure-ltd,ruchinfra
2057,ruchi-soya-industries-ltd,ruchisoya
2058,ruchira-papers-ltd,ruchira
2059,rupa-&-company-ltd,rupa
2060,rushil-decor-ltd,rushil
2061,s-kumars-nationwide-ltd,skumarsynf
2062,saamya-biotech-,saamyabiotec
2063,sab-events-&-governance-now-media-ltd,sabevents
2064,sabero-organics-gujarat-ltd,saberorgan
2065,saboo-brothers-ltd,saboobrother
2066,saboo-sodium-chloro-ltd,saboosodium
2067,sacheta-metals-ltd,sachetametal
2068,sadbhav-infrastructure-project-ltd,sadbhin
2069,sadhana-nitro-chem-ltd,sadhananitro
2070,safal-herbs-ltd,parikhherbal
2071,safal-securities-ltd,safalsec
2072,safari-industries-,safariind
2073,saffron-industries-ltd,saffronind
2074,sagar-cements-ltd,sagcem
2075,sagar-productions-ltd,sagarprodn
2076,sahara-housingfina-corporation-ltd,saharahsgfin
2077,sahyadri-industries-ltd,sahyadriind
2078,sai-baba-investment-and-commercial-enterprises-ltd,stk-538557
2079,saint-gobain-sekurit-india-ltd,saintgobains
2080,saksoft-ltd,saksoft
2081,sakthi-sugars-ltd,sakhtisug
2082,sakuma-exports-ltd,sakuma
2083,sal-steel-ltd,salsteel
2084,salona-cotspin-ltd,salonacot
2085,salora-international-ltd,saloraintl
2086,salzer-electronics-ltd,salzerelect
2087,sam-industries-ltd,samindus
2088,sambandam-spinning-mills-ltd,sambandam
2089,sambhaav-media-ltd,sambhaav
2090,samkrg-pistons-&-rings-ltd,samkrgpiston
2091,sampre-nutritions-ltd,samprenutri
2092,samrat-pharmachem-ltd,samratpharma
2093,samruddhi-realty-ltd,samruddhirlt
2094,samtel-india-ltd,samteltd
2095,samtex-fashions-ltd,samtexfash
2096,sanblue-corporation-ltd,sanbluecorp
2097,sancia-global-infraprojects-ltd,sanciaglobal
2098,sanco-trans-ltd,sancotrans
2099,sandesh-ltd,sandesh
2100,sandur-manganese-&-iron-ores-ltd,sandurmangan
2101,sangal-papers-ltd,sangalpapers
2102,sangam-advisors-ltd,sangamadv
2103,sangam-,sangamind
2104,sanghi-corporate-services-ltd,sanghicorp
2105,sanghi-industries-ltd,sanghiind
2106,sanghvi-forging-&-engineering-ltd,sanghvifor
2107,sanghvi-movers-ltd,sanghvimov
2108,sanguine-media-ltd,sanguine
2109,sanjivani-paranteral-ltd,sanjivanipar
2110,sankhya-infotech-ltd,sankhyainfo
2111,sanmit-infra-ltd,asiahrtech
2112,sanofi-india-ltd,sanofi
2113,sanrhea-technical-textiles-ltd,sanrheatech
2114,santowin-corporation-ltd,santowincorp
2115,sanwaria-agro-oils-ltd,sanwaria
2116,sar-auto-products-ltd,stk-538992
2117,sarda-energy-&-minerals-ltd,sardaen
2118,sarda-plywood-industries-ltd,sardaplywood
2119,sarda-proteins-ltd,sardaprotein
2120,saregama-india-ltd,saregama
2121,sarla-performance-fibres-ltd,sarlapoly
2122,sarup-industries-ltd,sarupind
2123,sashwat-technocrats-ltd,zenzytechno
2124,sasken-technologies-ltd,sasken
2125,sastasundar-ventures-ltd,microsec
2126,sat-industries-ltd,satind
2127,satellite-engineering-ltd,satengg
2128,sathavahana-ispat-ltd,sathaispat
2129,satin-creditcare-network-ltd,satin
2130,satkar-finlease-ltd,satkarfin
2131,satra-properties-,satraprop
2132,satya-miners-&-transporters-ltd,satyaminers
2133,saumya-capital-ltd,arcadiacap
2134,saurashtra-cement-ltd,saurashcem
2135,savani-financials-ltd,savanifin
2136,savant-infocomm-ltd,savantinfo
2137,saven-technologies-ltd,saventech
2138,savera-industries-ltd,savera
2139,savita-oil-technologies-ltd,sotl
2140,sawaca-business-machines-ltd,sawacabmach
2141,sayaji-hotels-ltd,sayajihotl
2142,sb&t-international-ltd,sb&tintl
2143,sbec-sugar-ltd,sbecsugar
2144,scan-steels-ltd,clarusinfra
2145,scanpoint-geomatics-ltd,scanpointgeo
2146,schablona-india-ltd,schablona
2147,schneider-electric-infrastructure-ltd,schneider
2148,schneider-electric-president-systems-ltd,apwpresident
2149,scooters-india-ltd,scootersind
2150,scope-industries-,scopeind
2151,se-investments-ltd,seinv
2152,se-power-ltd,sepower
2153,sea-tv-network-ltd,seatvnetwork
2154,seamec-ltd,seamecltd
2155,seasons-furnishings-ltd,seasonsfurni
2156,seasons-textiles-ltd,seasonstex
2157,secunderabad-healthcare-ltd,sbadhealth
2158,secure-earth-technologies-ltd,secureearth
2159,sejal-glass-ltd,sezal
2160,sel-manufacturing-company-ltd,selmcl
2161,selan-exploration-technology-ltd,selan
2162,sequent-scientific-ltd,sequentsc
2163,ser-industries-ltd,serind
2164,servalakshmi-paper-ltd,servall
2165,servotech-engineering-industries-ltd,servotech
2166,seshasayee-paper-&-boards-ltd,seshapaper
2167,setco-automotive-ltd,setcoauto
2168,seya-industries-ltd,srimanorg
2169,sfl-international-ltd,suryanagrfin
2170,sgn-telecoms-ltd,sgntele
2171,shah-foods-ltd,shahfoods
2172,shakti-press-ltd,shaktipress
2173,shakti-pumps-,shaktipump
2174,shalibhadra-finance-ltd,shalibfin
2175,shalimar-paints-ltd,shalpaints
2176,shalimar-productions-ltd,shalimarprod
2177,shalimar-wires-industries-ltd,shalimarwire
2178,shankara-building-products-ltd,shankara
2179,shanthi-gears-ltd,shantigear
2180,sharda-cropchem-ltd,sharda
2181,sharda-motor-industries-ltd,shardamotors
2182,shardul-securities-ltd,shriyamsec
2183,sharon-bio-medicine-ltd,sharonbio
2184,sharp-india-ltd,kalyanishp
2185,sharp-industries-ltd,sharpind
2186,sheela-foam-ltd,sfl
2187,sheetal-diamonds-ltd,sheetaldia
2188,shekhawati-poly-yarn-ltd,spyl
2189,shemaroo-entertainment-ltd,shemaro
2190,shervani-industrial-syndicate-ltd,shervaniindl
2191,shetron-ltd,shetron
2192,shilchar-technologies-ltd,shilchartech
2193,shilp-gravures-ltd,shilpgravure
2194,shilpa-medicare-ltd,shilpamed
2195,shilpi-cable-technologies-ltd,shilpi
2196,shipping-corporation-of-india-ltd,sci
2197,shirpur-gold-refinery-ltd,ageegold
2198,shiva-cement-ltd,shivacement
2199,shiva-global-agro-industries-ltd,shivaglobal
2200,shiva-texyarn-ltd,shivtex
2201,shivagrico-implements-ltd,shivagrico
2202,shivalik-bimetal-controls-ltd,shivalikbcon
2203,shivam-autotech-ltd,shivamauto
2204,shivamshree-business-ltd,stk-538520
2205,shoppers-stop-ltd,shoperstop
2206,shree-ashtavinayak-cine-vision-ltd,shreeashta
2207,shree-bhawani-paper-mills-ltd,shbhawanipap
2208,shree-digvijay-cement-company-ltd,shredigcem
2209,shree-ganesh-forgings-ltd,sgfl
2210,shree-ganesh-jewellery-house-,sgjhl
2211,shree-global-tradefin-ltd,shglotradefn
2212,shree-hanuman-sugar-&-industries-ltd,shhanumansug
2213,shree-hari-chemicals-export-ltd,shharichem
2214,shree-karthik-papers-ltd,shkarthikpap
2215,shree-manufacturing-company-ltd,shreemfgcomp
2216,shree-metalloys-ltd,shmetalloys
2217,shree-pacetronix-ltd,shpacetronix
2218,shree-pushkar-chemicals-&-fertilisers-ltd,shreepushk
2219,shree-rajasthan-syntex-ltd,shrerajsyn
2220,shree-ram-urban-infrastructure-ltd,shramurban
2221,shree-rama-multi-tech-ltd,shreerama
2222,shree-rama-newsprint-ltd,ramanews
2223,shree-rani-sati-invst-&-finance-ltd,shranisati
2224,shree-shaleen-textiles-ltd,shshaleentex
2225,shree-surgovind-tradelink-ltd,shsurgovind
2226,shreejal-info-hubs-ltd,shreejalinfo
2227,shrenuj-&-company-ltd,shrenuj
2228,shreyas-shipping-&-logistics-ltd,shreyas
2229,shri-aster-silicates-ltd,astersili
2230,shri-bholanath-carpets-ltd,bilconti
2231,shri-dinesh-mills-ltd,shridinesh
2232,shri-lakshmi-cotsyn-ltd,shlakshmi
2233,shri-ramrupai-balaji-steels-ltd,balasteels
2234,shricon-industries-ltd,shriconind
2235,shriniwas-power-&-infrastructure-ltd,shriniwaspow
2236,shriram-epc-ltd,shriramepc
2237,shristi-infrastructure-development-corporation-ltd,peerabasan
2238,shukra-jewellery-ltd,shukradiam
2239,shyam-century-ferrous-ltd,shyamcent
2240,shyam-telecom-ltd,shyamtel
2241,shyama-infosys-ltd,shyamainfo
2242,shyamkamal-investments-ltd,shyamkaminv
2243,sibar-auto-parts-ltd,sibarauto
2244,sicagen-india-ltd,sicagen
2245,sical-logistics-ltd,sical
2246,siddha-ventures-ltd,siddhavent
2247,siddhi-vinayak-shipping-corporation-ltd,sivishipping
2248,signet-industries-ltd,signetind
2249,sigrun-holdings-ltd,sigrunholdg
2250,sika-interplant-systems-ltd,sikainterpla
2251,sikozy-realtors-ltd,sikozyreal
2252,sil-investments-ltd,silinv
2253,silicon-valley-infotech-ltd,prasglofin
2254,silver-oak-,silveroakind
2255,silveroak-commercials-ltd,silveroakcom
2256,silverpoint-infratech-ltd,silverpoint
2257,simbhaoli-sugars-ltd-,simbhsugar
2258,simbhaoli-sugars-ltd,simbhals
2259,simmonds-marshall-ltd,simmondsm
2260,simplex-castings-ltd,simplexcas
2261,simplex-infrastructures-ltd,simplexinf
2262,simplex-projects-ltd,simplex
2263,simran-farms-ltd,simranfarms
2264,sinclairs-hotels-ltd,sinclairshot
2265,singer-india-ltd,singer
2266,sir-shadi-lal-enterprises-ltd,sirshadilal
2267,sita-enterprises-ltd,sitaenter
2268,sita-shree-food-products-ltd,sitashree
2269,siti-networks-ltd,sitinet
2270,siyaram-silk-mills-ltd,siysil
2271,sj-corporation-ltd,sjcorp
2272,sjvn-ltd,sjvn
2273,skm-egg-products-export-,skmeggprod
2274,skp-securities-ltd,skpsec
2275,sky-industries-ltd,skyind
2276,skyline-ventures-india-ltd,stk-538919
2277,sm-energy-teknik-&-electronics-ltd,smenergy
2278,smartlink-network-systems-ltd,smartlink
2279,smifs-capital-markets-ltd,smifscapital
2280,smilax-industries-ltd,smilaxind
2281,smiths-&-founders-,shimogatech
2282,sml-isuzu-ltd,smlisuzu
2283,smruthi-organics-ltd,smruthiorg
2284,sms-pharmaceuticals-ltd,smspharma
2285,sms-techsoft-,smstechsoft
2286,snl-bearings-ltd,snlbearings
2287,snowman-logistics-ltd,snowman
2288,socrus-bio-sciences-ltd,socrusbio
2289,softech-infinium-solution-ltd,softechinfi
2290,solid-carbide-tools-ltd,solidcarbide
2291,solid-stone-company-ltd,solidstone
2292,solitaire-machine-tools-ltd,solitairemac
2293,som-distilleries-&-breweries-ltd,somdistil
2294,soma-papers-&-industries-ltd,somapapers
2295,soma-textiles-&-industries-ltd,somatex
2296,somany-ceramics-ltd,somanycera
2297,somi-conveyor-beltings-ltd,somiconveyor
2298,sona-koyo-steering-systems-ltd,sonasteer
2299,sonal-adhesives-ltd,sonaladhesiv
2300,sonal-mercantile-ltd,stk-538943
2301,sonata-software-ltd,sonatsoftw
2302,soril-holdings-&-ventures-ltd,ibwsl
2303,soril-infra-resources-ltd,storeone
2304,source-industries-,sourceind
2305,source-natural-foods-and-herbal-supplements-ltd,sourcenatura
2306,south-asian-enterprises-ltd,sasianenter
2307,south-india-paper-mills-ltd,sipaper
2308,south-india-projects-ltd,stk-538891
2309,southern-ispat-&-energy-ltd,souispat
2310,southern-latex-ltd,southrnlatex
2311,southern-magnesium-&-chemicals-ltd,southernmagn
2312,southern-online-bio-technologies-ltd,southernonli
2313,southern-petrochemical-industries-corporation-ltd,spic
2314,sovereign-diamonds-ltd,sovereigndia
2315,sowbhagya-media-ltd,sowbhagyamed
2316,sp-apparels-ltd,spal
2317,sp-capital-financing-ltd,spcapfin
2318,span-divergent-ltd,spandiagnost
2319,speciality-papers-ltd,specialitypa
2320,speciality-restaurants-ltd,speciality
2321,spectra-industries-ltd,spectraind
2322,spel-semiconductor-ltd,spicelec
2323,spenta-international-ltd,spentaintl
2324,spentex-industries-ltd,spentex
2325,sphere-global-services-ltd,colorchips
2326,spice-islands-apparels-ltd,spiceisland
2327,spice-mobility-ltd,smobility
2328,spl-industries-ltd,splil
2329,splendid-metal-products-ltd,smpl
2330,spml-infra-ltd,spmlinfra
2331,sps-international-ltd,spsinter
2332,sqs-india-bfsi-ltd,thinksoft
2333,square-four-projects-india-ltd,essensuppl
2334,sr-industries-ltd,srindustries
2335,sree-jayalakshmi-autospin-ltd,sreejayaauto
2336,sree-rayalaseema-alkalies-&-allied-chemicals-ltd,sreerayalk
2337,sree-rayalaseema-hi-strength-hypo-ltd,srhhypoltd
2338,sree-sakthi-paper-mills-ltd,sreesakthi
2339,sreeleathers-ltd,sreel
2340,srg-housing-finance-ltd,srghousing
2341,srg-securities-finance-ltd,srgsecurity
2342,sri-adhikari-brothers-television-network-ltd,sabtn
2343,sri-arumuga-enterprise-ltd,sriarumuga
2344,sri-lakshmi-saraswathi-textiles-,slstextiles
2345,sri-vajra-granites-ltd,srivajragran
2346,srinivasa-hatcheries-ltd,srinihatch
2347,srk-industries-ltd,srkindu
2348,srm-energy-ltd,srmenergy
2349,srs-finance-ltd,srsfinance
2350,srs-ltd,srsltd
2351,srs-real-infrastructure-ltd,srsrealinfra
2352,ssk-lifestyles-ltd,fineplast
2353,sspdl-ltd,sspdlltd
2354,stampede-capital-ltd,stampedecap
2355,standard-batteries-ltd,standrdbat
2356,standard-chartered-plc,stan
2357,standard-industries-ltd,sil
2358,stanpacks-,stanpacks
2359,stanrose-mafatlal-investments-&-finance-ltd,smafatlalinv
2360,star-cement-ltd,starcement
2361,star-delta-transformers-ltd,stardelta
2362,star-ferro-and-cement-ltd,sfcl
2363,star-paper-mills-ltd,starpaper
2364,starlite-components-ltd,starlitecomp
2365,starlog-enterprises-ltd,abgheavy
2366,state-bank-of-bikaner-and-jaipur-,sbbj
2367,state-bank-of-mysore-,mysorebank
2368,state-bank-of-travancore-,sbt
2369,state-trading-corporation-of-india-ltd,stcindia
2370,steel-exchange-india-ltd,steelxind
2371,steel-strips-wheels-ltd,sswl
2372,steelcast-ltd,steelcast
2373,stel-holdings-ltd,stel
2374,stellant-securities-,stellantsec
2375,stellar-capital-services-ltd,stellarcap
2376,sterling-biotech-ltd,sterlinbio
2377,sterling-green-woods-ltd,stergreen
2378,sterling-holiday-resorts-,sterlinhol
2379,sterling-international-enterprises-ltd,sterlingint
2380,sterling-tools-ltd,stertools
2381,sterling-webnet-ltd,sterwebnet
2382,sterlite-technologies-ltd,strtech
2383,stewarts-&-lloyds-of-india-ltd,stewlloyds
2384,stg-lifecare-ltd,softtechgr
2385,sti-india-ltd,stindia
2386,stl-global-ltd,sgl
2387,stone-india-ltd,stoneindia
2388,sturdy-industries-ltd,sturdyind
2389,stylam-industries-ltd,stylamind
2390,subex-ltd,subex
2391,subh-tex-,subhtex
2392,subros-ltd,subros
2393,suchak-trading-ltd,suchaktradg
2394,suchitra-finance-&-trading-co-ltd,stk-538714
2395,sudal-industries-ltd,sudalind
2396,sudar-industries-ltd,sudar
2397,suditi-industries-ltd,suditind
2398,sujala-trading-&-holdings-ltd,stk-539117
2399,sukhjit-starch-&-chemicals-ltd,sukhjitstarc
2400,sumedha-fiscal-services-ltd,sumedhafisca
2401,sumeet-industries-ltd,sumeetinds
2402,summit-securities-ltd,summitsec
2403,sumuka-agro-industries-ltd,superbpapers
2404,sun-granite-export-ltd,sungranite
2405,sun-pharma-advanced-research-company-ltd,sparc
2406,sunbright-stock-broking-ltd,sunbright
2407,suncity-synthetics-ltd,suncitysynth
2408,sundaram-brake-linings-ltd,sundrmbrak
2409,sundaram-clayton-ltd,sunclayltd
2410,sundaram-finance-ltd,sundarmfin
2411,sundaram-multi-pap-ltd,sundaram
2412,sunflag-iron-&-steel-company-ltd,sunflag
2413,sungold-capital-ltd,sungoldcap
2414,sunil-agro-foods-ltd,sunilagro
2415,sunil-healthcare-ltd,sunilhealth
2416,sunil-hitech-engineers-ltd,sunilhitec
2417,sunil-industries-ltd,sunilind
2418,sunlake-resorts-and-hotels-ltd,sunlakereso
2419,sunraj-diamond-exports-ltd,sunrajdia
2420,sunrise-asian-ltd,akaiasian
2421,sunrise-universal-ltd,exdontrading
2422,sunshield-chemicals-ltd,sunshield
2423,sunstar-realty-development-ltd,sunstarrlty
2424,sunteck-realty-ltd,sunteck
2425,super-bakers-,superbakers
2426,super-crop-safe-ltd,supercrop
2427,super-domestic-machines-ltd,superdomesti
2428,super-sales-india-ltd,super
2429,super-spinning-mills-ltd,superspin
2430,super-tannery-ltd,supertannery
2431,superhouse-ltd,superhouse
2432,superior-industrial-enterprises-ltd,superiorind
2433,supertex-industries-ltd,supertexind
2434,supra-trends-ltd,vijaygrowth
2435,supreme-holdings-&-hospitality-,supremeholdg
2436,supreme-industries-ltd,supremeind
2437,supreme-infrastructure-india-ltd,supremeinf
2438,supreme-petrochem-ltd,suppetro
2439,supreme-tex-mart-ltd,supremetex
2440,supremex-shine-steels-ltd,icvlsteel
2441,suraj-ltd,surajltd
2442,suraj-products-ltd,surajproduct
2443,surana-corporation-ltd,suranacorp
2444,surana-industries-ltd,suranaind
2445,surana-solar-ltd,suranavel
2446,surya-industrial-corporation-ltd,suryaind
2447,surya-marketing-ltd,stk-538575
2448,surya-pharmaceutical-ltd,suryapharm
2449,surya-roshni-ltd,suryarosni
2450,suryachakra-power-corporation-ltd,suryapower
2451,suryakrupa-finance-ltd,suryakrupfin
2452,suryalakshmi-cotton-mills-ltd,suryalaxmi
2453,suryalata-spinning-mills-ltd,suryalataspg
2454,sutlej-textiles-&-industries-ltd,sutlejtex
2455,suyog-telematics-ltd,suyogtelemat
2456,suzlon-energy,suzlon
2457,sv-global-mill-ltd,svglobalmill
2458,svc-resources-ltd,svcresources
2459,svogl-oil-gas-and-energy-ltd,shiv-vani
2460,svp-global-ventures-ltd,svpglobal
2461,sw-investments-ltd,sunteckinv
2462,swadeshi-industries-&-leasing-ltd,swadeshiind
2463,swadeshi-polytex-ltd,swadeshipoly
2464,swagruha-infrastructure-ltd,swagruhainfr
2465,swan-energy-ltd,swanenergy
2466,swaraj-engines-ltd,swarajeng
2467,swarnajyothi-agrotech-&-power-ltd,octantind
2468,swarnasarita-gems-ltd,ssgems
2469,swasti-vinayaka-art-&-heritage-corporation-ltd,svinayakaart
2470,swasti-vinayaka-synthetics-ltd,svinayakasyn
2471,swastika-investmart-ltd,swastikainv
2472,swelect-energy-systems-ltd,swelectes
2473,swiss-glascoat-equipments-ltd,swissglascoa
2474,switching-technologies-gunther-ltd,switchingtec
2475,sword-&-shield-pharma-ltd,swordshield
2476,sybly-industries-ltd,syblyind
2477,sylph-technologies-ltd,sylphtech
2478,symphony-ltd,symphony
2479,syncom-formulations-,syncomformul
2480,syncom-healthcare-ltd,syncom
2481,synergy-cosmetics-,synergycos
2482,syngene-international-ltd,syngene
2483,synthiko-foils-ltd,synthikofoil
2484,syschem-,syschem
2485,systematix-corporate-services-ltd,systematix
2486,t&i-global-ltd,tniglobal
2487,taaza-international-ltd,arunjyotient
2488,tai-industries-ltd,taiind
2489,tainwala-chemicals-&-plastics-,tainwalchm
2490,take-solutions-ltd,take
2491,taksheel-solutions-ltd,taksheel
2492,talbros-automotive-components-ltd,talbroauto
2493,talwalkars-better-value-fitness-ltd,talwalkars
2494,tamboli-capital-ltd,tambolicap
2495,tamil-nadu-newsprint-&-papers-ltd,tnpl
2496,tamilnadu-petroproducts-ltd,tnpetro
2497,tamilnadu-telecommunications-ltd,tntele
2498,taneja-aerospace-&-aviation-ltd,tanejaero
2499,tanfac-industries-ltd,tanfacind
2500,tanla-solutions-ltd,tanla
2501,tantia-constructions-ltd,tantiacons
2502,tara-jewels-ltd,tarajewels
2503,tarang-projects-&-consultant-ltd,stk-538287
2504,tarapur-transformers-ltd,tarapur
2505,tarmat-ltd,tarmat
2506,tashi-india-ltd,tashiindia
2507,tasty-bite-eatables-ltd,tastybite
2508,tata-coffee-ltd,tatacoffee
2509,tata-investment-corporation-ltd,tatainvest
2510,tata-metaliks-ltd,tatametali
2511,tata-sponge-iron-ltd,tatasponge
2512,tata-teleservices-,ttml
2513,tavernier-resources-ltd,tavernierres
2514,tci-developers-ltd,tcidevelop
2515,tci-express-ltd,tciexp
2516,tci-finance-ltd,tcifinance
2517,tci-industries-ltd,tciind
2518,tcm-ltd,tcmltd
2519,tcpl-packaging-ltd,tcplpackagin
2520,teamlease-services-ltd,teamlease
2521,techindia-nirman-ltd,nathseed
2522,techno-electric-&-engineering-company-ltd,techno
2523,techno-forge-ltd,technoforge
2524,technocraft-industries-,tiil
2525,technofab-engineering-ltd,technofab
2526,techtran-polylenses-ltd,techtranpoly
2527,tecpro-systems-ltd,tecpro
2528,tejas-networks-ltd,tejasnet
2529,telecanor-global-ltd,telecanor
2530,tentiwala-metal-products-ltd,tentiwalwire
2531,tera-software-ltd,terasoft
2532,terai-tea-company-ltd,teraitea
2533,texmaco-infrastructure-&-holdings-ltd,texinfra
2534,texmaco-rail-&-engineering-ltd,texrail
2535,texmo-pipes-&-products-ltd,texmopipes
2536,tgb-banquets-and-hotels-ltd,bhagwatiho
2537,thacker-&-company-ltd,thackerco
2538,thakkers-developers-ltd,thakkersdev
2539,thambbi-modern-spinning-mills-ltd,thambbispin
2540,thana-electric-supply-company-ltd,thanaelec
2541,thangamayil-jewellery-ltd,thangamayl
2542,the-byke-hospitality-ltd,thebyke
2543,the-great-eastern-shipping-company-ltd,geship
2544,the-indian-hotels-company-ltd,indhotel
2545,the-lakshmi-vilas-bank-ltd,lakshvilas
2546,themis-medicare-ltd,themismed
2547,thermax-ltd,thermax
2548,thirdwave-financial-intermediaries-ltd,thirdwavefin
2549,thiru-arooran-sugars-ltd,thirusugar
2550,thirumalai-chemicals-ltd,tirumalchm
2551,thomas-cook-,thomascook
2552,thomas-scott-,thomascott
2553,thyrocare-technologies-ltd,thyrocare
2554,tide-water-oil-company-,tidewater
2555,tiger-logistics-,tigerlog
2556,tijaria-polypipes-ltd,tijaria
2557,til-ltd,til
2558,tilaknagar-industries-ltd,ti
2559,timbor-home-ltd,timbor
2560,time-technoplast-ltd,timetechno
2561,times-guaranty-ltd,timesgty
2562,tinplate-company-of-india-ltd,tinplate
2563,tips-industries-ltd,tipsindltd
2564,tirupati-foam-ltd,tirupatifoam
2565,tirupati-industries-,tirupatiind
2566,tirupati-inks-ltd,tirupatiinks
2567,tirupati-sarjan-ltd,tirupatisarj
2568,tirupati-starch-&-chemicals-ltd,tirupatichem
2569,tirupati-tyres-ltd,stk-539040
2570,todays-writing-instruments-ltd,todays
2571,tokyo-plast-international-ltd,tokyoplast
2572,torrent-cables-ltd,torrenguj
2573,total-hospitality-ltd,totalhospit
2574,tourism-finance-corporation-of-india-ltd,tfciltd
2575,tpl-plastech-ltd,tplplastech
2576,trade-wings-ltd,tradewings
2577,trans-financial-resources-ltd,transfinres
2578,transchem-ltd,transchem
2579,transcorp-international-ltd,transcorpint
2580,transformers-&-rectifiers-,tril
2581,transgene-biotek-ltd,transgenebio
2582,transglobe-foods-ltd,transglobe
2583,transpek-industry-ltd,transpek
2584,transwarranty-finance-ltd,tfl
2585,trc-financial-services-ltd,trcfinancial
2586,tree-house-education-&-accessories-ltd,treehouse
2587,trend-electronics-ltd,trendelec
2588,trent-ltd,trent
2589,trf-ltd,trf
2590,tribhovandas-bhimji-zaveri-ltd,tbz
2591,tricom-fruit-products-ltd,tricomfruit
2592,tricom-india-ltd,tricom
2593,trident-ltd,trident
2594,tridev-infraestates-ltd,ashupaper
2595,trigyn-technologies-ltd,trigyn
2596,trijal-industries-ltd,trijalind
2597,trilogic-digital-media-ltd,trilogicdigi
2598,trimurthi-ltd,trimurthidr
2599,trinethra-infra-ventures-ltd,trinethrainf
2600,trinetra-cement-ltd,indozinc
2601,trinity-tradelink-ltd,omnitechpet
2602,trio-mercantile-&-trading-ltd,triomerc
2603,trishakti-electronics-&-industries-ltd,trishaktiele
2604,triton-corp-ltd,triton
2605,triton-valves-ltd,tritonvalves
2606,triveni-engineering-&-industries-ltd,triveni
2607,triveni-glass-ltd,trivenshet
2608,tsl-industries-ltd,tslind
2609,tt-ltd,ttl
2610,tti-enterprise-ltd,stk-538597
2611,ttk-healthcare-ltd,ttkhealth
2612,tube-investments-of-india-ltd,tubeinvest
2613,tulip-star-hotels-ltd,tulipstar
2614,tulip-telecom-ltd,tulip
2615,tulive-developers-ltd,tulivedev
2616,tulsi-extrusions-ltd,tulsi
2617,tuni-textile-mills-ltd,tunitextile
